Id,U,X,Y
1226,70.960182,1200,1300
1227,70.960182,1200,1350
1228,69.601276,1200,1400
1229,69.601276,1200,1450
1230,71.828636,1200,1500
1231,71.828636,1200,1550
1232,67.212918,1200,1600
1233,67.212918,1200,1650
1234,81.918855,1200,1700
1235,81.918855,1200,1750
1236,75.238785,1200,1800
1237,75.238785,1200,1850
1238,57.835716,1200,1900
1239,57.835716,1200,1950
1240,53.302774,1200,2000
1241,53.302774,1200,2050
1242,54.112321,1200,2100
1243,54.112321,1200,2150
1244,54.2385,1200,2200
1245,54.2385,1200,2250
1246,55.296699,1200,2300
1247,55.296699,1200,2350
1248,59.086952,1200,2400
1249,59.086952,1200,2450
1250,76.451701,1250,0
1251,76.451701,1250,50
1252,63.785701,1250,100
1253,63.785701,1250,150
1254,59.839581,1250,200
1255,59.839581,1250,250
1256,51.269841,1250,300
1257,51.269841,1250,350
1258,53.968254,1250,400
1259,53.968254,1250,450
1260,64.940074,1250,500
1261,64.940074,1250,550
1262,65.719949,1250,600
1263,65.719949,1250,650
1264,75.886674,1250,700
1265,75.886674,1250,750
1266,74.399804,1250,800
1267,74.399804,1250,850
1268,68.586342,1250,900
1269,68.586342,1250,950
1270,63.907282,1250,1000
1271,63.907282,1250,1050
1272,66.036213,1250,1100
1273,66.036213,1250,1150
1274,79.469482,1250,1200
1275,79.469482,1250,1250
1276,70.960182,1250,1300
1277,70.960182,1250,1350
1278,69.601276,1250,1400
1279,69.601276,1250,1450
1280,71.828636,1250,1500
1281,71.828636,1250,1550
1282,67.212918,1250,1600
1283,67.212918,1250,1650
1284,81.918855,1250,1700
1285,81.918855,1250,1750
1286,75.238785,1250,1800
1287,75.238785,1250,1850
1288,57.835716,1250,1900
1289,57.835716,1250,1950
1290,53.302774,1250,2000
1291,53.302774,1250,2050
1292,54.112321,1250,2100
1293,54.112321,1250,2150
1294,54.2385,1250,2200
1295,54.2385,1250,2250
1296,55.296699,1250,2300
1297,55.296699,1250,2350
1298,59.086952,1250,2400
1299,59.086952,1250,2450
1300,65.512221,1300,0
1301,65.512221,1300,50
1302,59.538166,1300,100
1303,59.538166,1300,150
1304,51.269841,1300,200
1305,51.269841,1300,250
1306,51.269841,1300,300
1307,51.269841,1300,350
1308,58.295571,1300,400
1309,58.295571,1300,450
1310,58.387608,1300,500
1311,58.387608,1300,550
1312,63.905849,1300,600
1313,63.905849,1300,650
1314,69.100464,1300,700
1315,69.100464,1300,750
1316,67.928889,1300,800
1317,67.928889,1300,850
1318,77.133909,1300,900
1319,77.133909,1300,950
1320,78.607074,1300,1000
1321,78.607074,1300,1050
1322,83.747023,1300,1100
1323,83.747023,1300,1150
1324,88.753173,1300,1200
1325,88.753173,1300,1250
1326,92.547093,1300,1300
1327,92.547093,1300,1350
1328,80.871463,1300,1400
1329,80.871463,1300,1450
1330,82.762033,1300,1500
1331,82.762033,1300,1550
1332,87.138255,1300,1600
1333,87.138255,1300,1650
1334,78.797385,1300,1700
1335,78.797385,1300,1750
1336,70.052445,1300,1800
1337,70.052445,1300,1850
1338,53.884985,1300,1900
1339,53.884985,1300,1950
1340,49.977493,1300,2000
1341,49.977493,1300,2050
1342,51.544294,1300,2100
1343,51.544294,1300,2150
1344,52.154636,1300,2200
1345,52.154636,1300,2250
1346,52.823217,1300,2300
1347,52.823217,1300,2350
1348,55.075539,1300,2400
1349,55.075539,1300,2450
1350,65.512221,1350,0
1351,65.512221,1350,50
1352,59.538166,1350,100
1353,59.538166,1350,150
1354,51.269841,1350,200
1355,51.269841,1350,250
1356,51.269841,1350,300
1357,51.269841,1350,350
1358,58.295571,1350,400
1359,58.295571,1350,450
1360,58.387608,1350,500
1361,58.387608,1350,550
1362,63.905849,1350,600
1363,63.905849,1350,650
1364,69.100464,1350,700
1365,69.100464,1350,750
1366,67.928889,1350,800
1367,67.928889,1350,850
1368,77.133909,1350,900
1369,77.133909,1350,950
1370,78.607074,1350,1000
1371,78.607074,1350,1050
1372,83.747023,1350,1100
1373,83.747023,1350,1150
1374,88.753173,1350,1200
1375,88.753173,1350,1250
1376,92.547093,1350,1300
1377,92.547093,1350,1350
1378,80.871463,1350,1400
1379,80.871463,1350,1450
1380,82.762033,1350,1500
1381,82.762033,1350,1550
1382,87.138255,1350,1600
1383,87.138255,1350,1650
1384,78.797385,1350,1700
1385,78.797385,1350,1750
1386,70.052445,1350,1800
1387,70.052445,1350,1850
1388,53.884985,1350,1900
1389,53.884985,1350,1950
1390,49.977493,1350,2000
1391,49.977493,1350,2050
1392,51.544294,1350,2100
1393,51.544294,1350,2150
1394,52.154636,1350,2200
1395,52.154636,1350,2250
1396,52.823217,1350,2300
1397,52.823217,1350,2350
1398,55.075539,1350,2400
1399,55.075539,1350,2450
1400,55.904923,1400,0
1401,55.904923,1400,50
1402,54.989965,1400,100
1403,54.989965,1400,150
1404,51.269841,1400,200
1405,51.269841,1400,250
1406,51.269841,1400,300
1407,51.269841,1400,350
1408,53.968254,1400,400
1409,53.968254,1400,450
1410,56.563109,1400,500
1411,56.563109,1400,550
1412,58.289956,1400,600
1413,58.289956,1400,650
1414,61.711562,1400,700
1415,61.711562,1400,750
1416,66.659876,1400,800
1417,66.659876,1400,850
1418,70.202038,1400,900
1419,70.202038,1400,950
1420,84.872413,1400,1000
1421,84.872413,1400,1050
1422,89.987613,1400,1100
1423,89.987613,1400,1150
1424,96.487743,1400,1200
1425,96.487743,1400,1250
1426,105.706593,1400,1300
1427,105.706593,1400,1350
1428,108.538733,1400,1400
1429,108.538733,1400,1450
1430,115.370203,1400,1500
1431,115.370203,1400,1550
1432,86.160715,1400,1600
1433,86.160715,1400,1650
1434,63.18711,1400,1700
1435,63.18711,1400,1750
1436,69.357825,1400,1800
1437,69.357825,1400,1850
1438,57.999665,1400,1900
1439,57.999665,1400,1950
1440,52.957517,1400,2000
1441,52.957517,1400,2050
1442,51.172505,1400,2100
1443,51.172505,1400,2150
1444,52.031881,1400,2200
1445,52.031881,1400,2250
1446,54.141031,1400,2300
1447,54.141031,1400,2350
1448,55.777436,1400,2400
1449,55.777436,1400,2450
1450,55.904923,1450,0
1451,55.904923,1450,50
1452,54.989965,1450,100
1453,54.989965,1450,150
1454,51.269841,1450,200
1455,51.269841,1450,250
1456,51.269841,1450,300
1457,51.269841,1450,350
1458,53.968254,1450,400
1459,53.968254,1450,450
1460,56.563109,1450,500
1461,56.563109,1450,550
1462,58.289956,1450,600
1463,58.289956,1450,650
1464,61.711562,1450,700
1465,61.711562,1450,750
1466,66.659876,1450,800
1467,66.659876,1450,850
1468,70.202038,1450,900
1469,70.202038,1450,950
1470,84.872413,1450,1000
1471,84.872413,1450,1050
1472,89.987613,1450,1100
1473,89.987613,1450,1150
1474,96.487743,1450,1200
1475,96.487743,1450,1250
1476,105.706593,1450,1300
1477,105.706593,1450,1350
1478,108.538733,1450,1400
1479,108.538733,1450,1450
1480,115.370203,1450,1500
1481,115.370203,1450,1550
1482,86.160715,1450,1600
1483,86.160715,1450,1650
1484,63.18711,1450,1700
1485,63.18711,1450,1750
1486,69.357825,1450,1800
1487,69.357825,1450,1850
1488,57.999665,1450,1900
1489,57.999665,1450,1950
1490,52.957517,1450,2000
1491,52.957517,1450,2050
1492,51.172505,1450,2100
1493,51.172505,1450,2150
1494,52.031881,1450,2200
1495,52.031881,1450,2250
1496,54.141031,1450,2300
1497,54.141031,1450,2350
1498,55.777436,1450,2400
1499,55.777436,1450,2450
1500,51.269841,1500,0
1501,51.269841,1500,50
1502,51.269841,1500,100
1503,51.269841,1500,150
1504,51.269841,1500,200
1505,51.269841,1500,250
1506,51.269841,1500,300
1507,51.269841,1500,350
1508,53.968254,1500,400
1509,53.968254,1500,450
1510,58.277677,1500,500
1511,58.277677,1500,550
1512,57.857343,1500,600
1513,57.857343,1500,650
1514,57.837019,1500,700
1515,57.837019,1500,750
1516,61.499432,1500,800
1517,61.499432,1500,850
1518,65.121123,1500,900
1519,65.121123,1500,950
1520,70.100917,1500,1000
1521,70.100917,1500,1050
1522,75.150186,1500,1100
1523,75.150186,1500,1150
1524,82.471313,1500,1200
1525,82.471313,1500,1250
1526,114.448383,1500,1300
1527,114.448383,1500,1350
1528,107.562463,1500,1400
1529,107.562463,1500,1450
1530,99.273193,1500,1500
1531,99.273193,1500,1550
1532,67.606085,1500,1600
1533,67.606085,1500,1650
1534,67.775202,1500,1700
1535,67.775202,1500,1750
1536,71.959364,1500,1800
1537,71.959364,1500,1850
1538,65.824444,1500,1900
1539,65.824444,1500,1950
1540,59.715199,1500,2000
1541,59.715199,1500,2050
1542,60.021007,1500,2100
1543,60.021007,1500,2150
1544,61.455813,1500,2200
1545,61.455813,1500,2250
1546,61.407596,1500,2300
1547,61.407596,1500,2350
1548,61.166311,1500,2400
1549,61.166311,1500,2450
1550,51.269841,1550,0
1551,51.269841,1550,50
1552,51.269841,1550,100
1553,51.269841,1550,150
1554,51.269841,1550,200
1555,51.269841,1550,250
1556,51.269841,1550,300
1557,51.269841,1550,350
1558,53.968254,1550,400
1559,53.968254,1550,450
1560,58.277677,1550,500
1561,58.277677,1550,550
1562,57.857343,1550,600
1563,57.857343,1550,650
1564,57.837019,1550,700
1565,57.837019,1550,750
1566,61.499432,1550,800
1567,61.499432,1550,850
1568,65.121123,1550,900
1569,65.121123,1550,950
1570,70.100917,1550,1000
1571,70.100917,1550,1050
1572,75.150186,1550,1100
1573,75.150186,1550,1150
1574,82.471313,1550,1200
1575,82.471313,1550,1250
1576,114.448383,1550,1300
1577,114.448383,1550,1350
1578,107.562463,1550,1400
1579,107.562463,1550,1450
1580,99.273193,1550,1500
1581,99.273193,1550,1550
1582,67.606085,1550,1600
1583,67.606085,1550,1650
1584,67.775202,1550,1700
1585,67.775202,1550,1750
1586,71.959364,1550,1800
1587,71.959364,1550,1850
1588,65.824444,1550,1900
1589,65.824444,1550,1950
1590,59.715199,1550,2000
1591,59.715199,1550,2050
1592,60.021007,1550,2100
1593,60.021007,1550,2150
1594,61.455813,1550,2200
1595,61.455813,1550,2250
1596,61.407596,1550,2300
1597,61.407596,1550,2350
1598,61.166311,1550,2400
1599,61.166311,1550,2450
1600,51.269841,1600,0
1601,51.269841,1600,50
1602,51.269841,1600,100
1603,51.269841,1600,150
1604,51.269841,1600,200
1605,51.269841,1600,250
1606,51.269841,1600,300
1607,51.269841,1600,350
1608,66.091089,1600,400
1609,66.091089,1600,450
1610,64.644074,1600,500
1611,64.644074,1600,550
1612,59.816644,1600,600
1613,59.816644,1600,650
1614,59.123256,1600,700
1615,59.123256,1600,750
1616,65.615132,1600,800
1617,65.615132,1600,850
1618,65.825644,1600,900
1619,65.825644,1600,950
1620,67.236637,1600,1000
1621,67.236637,1600,1050
1622,71.592394,1600,1100
1623,71.592394,1600,1150
1624,77.572722,1600,1200
1625,77.572722,1600,1250
1626,104.832943,1600,1300
1627,104.832943,1600,1350
1628,99.754793,1600,1400
1629,99.754793,1600,1450
1630,76.099343,1600,1500
1631,76.099343,1600,1550
1632,61.349774,1600,1600
1633,61.349774,1600,1650
1634,61.257239,1600,1700
1635,61.257239,1600,1750
1636,73.361623,1600,1800
1637,73.361623,1600,1850
1638,68.860195,1600,1900
1639,68.860195,1600,1950
1640,66.140726,1600,2000
1641,66.140726,1600,2050
1642,76.540239,1600,2100
1643,76.540239,1600,2150
1644,86.852249,1600,2200
1645,86.852249,1600,2250
1646,72.090617,1600,2300
1647,72.090617,1600,2350
1648,72.885939,1600,2400
1649,72.885939,1600,2450
1650,0,1650,0
1651,0,1650,50
1652,0,1650,100
1653,0,1650,150
1654,0,1650,200
1655,0,1650,250
1656,0,1650,300
1657,0,1650,350
1658,58.948232,1650,400
1659,58.948232,1650,450
1660,57.501217,1650,500
1661,57.501217,1650,550
1662,52.673787,1650,600
1663,52.673787,1650,650
1664,51.980399,1650,700
1665,51.980399,1650,750
1666,58.472275,1650,800
1667,58.472275,1650,850
1668,58.682787,1650,900
1669,58.682787,1650,950
1670,62.316002,1650,1000
1671,62.316002,1650,1050
1672,66.671759,1650,1100
1673,66.671759,1650,1150
1674,72.652087,1650,1200
1675,72.652087,1650,1250
1676,99.912308,1650,1300
1677,99.912308,1650,1350
1678,94.834158,1650,1400
1679,94.834158,1650,1450
1680,71.178708,1650,1500
1681,71.178708,1650,1550
1682,64.524377,1650,1600
1683,64.524377,1650,1650
1684,64.431842,1650,1700
1685,64.431842,1650,1750
1686,76.536226,1650,1800
1687,76.536226,1650,1850
1688,72.034798,1650,1900
1689,72.034798,1650,1950
1690,69.315329,1650,2000
1691,69.315329,1650,2050
1692,79.714842,1650,2100
1693,79.714842,1650,2150
1694,87.010979,1650,2200
1695,87.010979,1650,2250
1696,72.249347,1650,2300
1697,72.249347,1650,2350
1698,73.044669,1650,2400
1699,73.044669,1650,2450
1700,0,1700,0
1701,0,1700,50
1702,0,1700,100
1703,0,1700,150
1704,0,1700,200
1705,0,1700,250
1706,0,1700,300
1707,0,1700,350
1708,46.825397,1700,400
1709,46.825397,1700,450
1710,46.825397,1700,500
1711,46.825397,1700,550
1712,46.825397,1700,600
1713,46.825397,1700,650
1714,52.447397,1700,700
1715,52.447397,1700,750
1716,63.891867,1700,800
1717,63.891867,1700,850
1718,64.59805,1700,900
1719,64.59805,1700,950
1720,69.353605,1700,1000
1721,69.353605,1700,1050
1722,74.172097,1700,1100
1723,74.172097,1700,1150
1724,79.325438,1700,1200
1725,79.325438,1700,1250
1726,82.065438,1700,1300
1727,82.065438,1700,1350
1728,80.055798,1700,1400
1729,80.055798,1700,1450
1730,64.57051,1700,1500
1731,64.57051,1700,1550
1732,57.78858,1700,1600
1733,57.78858,1700,1650
1734,66.624595,1700,1700
1735,66.624595,1700,1750
1736,78.429378,1700,1800
1737,78.429378,1700,1850
1738,75.462579,1700,1900
1739,75.462579,1700,1950
1740,83.524548,1700,2000
1741,83.524548,1700,2050
1742,91.798308,1700,2100
1743,91.798308,1700,2150
1744,105.130382,1700,2200
1745,105.130382,1700,2250
1746,86.166352,1700,2300
1747,86.166352,1700,2350
1748,73.763576,1700,2400
1749,73.763576,1700,2450
1750,0,1750,0
1751,0,1750,50
1752,0,1750,100
1753,0,1750,150
1754,0,1750,200
1755,0,1750,250
1756,0,1750,300
1757,0,1750,350
1758,46.825397,1750,400
1759,46.825397,1750,450
1760,46.825397,1750,500
1761,46.825397,1750,550
1762,46.825397,1750,600
1763,46.825397,1750,650
1764,52.447397,1750,700
1765,52.447397,1750,750
1766,63.891867,1750,800
1767,63.891867,1750,850
1768,64.59805,1750,900
1769,64.59805,1750,950
1770,69.353605,1750,1000
1771,69.353605,1750,1050
1772,74.172097,1750,1100
1773,74.172097,1750,1150
1774,79.325438,1750,1200
1775,79.325438,1750,1250
1776,82.065438,1750,1300
1777,82.065438,1750,1350
1778,80.055798,1750,1400
1779,80.055798,1750,1450
1780,64.57051,1750,1500
1781,64.57051,1750,1550
1782,57.78858,1750,1600
1783,57.78858,1750,1650
1784,66.624595,1750,1700
1785,66.624595,1750,1750
1786,78.429378,1750,1800
1787,78.429378,1750,1850
1788,75.462579,1750,1900
1789,75.462579,1750,1950
1790,83.524548,1750,2000
1791,83.524548,1750,2050
1792,91.798308,1750,2100
1793,91.798308,1750,2150
1794,105.130382,1750,2200
1795,105.130382,1750,2250
1796,86.166352,1750,2300
1797,86.166352,1750,2350
1798,73.763576,1750,2400
1799,73.763576,1750,2450
1800,0,1800,0
1801,0,1800,50
1802,0,1800,100
1803,0,1800,150
1804,0,1800,200
1805,0,1800,250
1806,0,1800,300
1807,0,1800,350
1808,46.825397,1800,400
1809,46.825397,1800,450
1810,46.825397,1800,500
1811,46.825397,1800,550
1812,59.920827,1800,600
1813,59.920827,1800,650
1814,56.092102,1800,700
1815,56.092102,1800,750
1816,58.299007,1800,800
1817,58.299007,1800,850
1818,53.362244,1800,900
1819,53.362244,1800,950
1820,54.829097,1800,1000
1821,54.829097,1800,1050
1822,66.069545,1800,1100
1823,66.069545,1800,1150
1824,68.832357,1800,1200
1825,68.832357,1800,1250
1826,59.064387,1800,1300
1827,59.064387,1800,1350
1828,60.154149,1800,1400
1829,60.154149,1800,1450
1830,57.196249,1800,1500
1831,57.196249,1800,1550
1832,56.813138,1800,1600
1833,56.813138,1800,1650
1834,64.746099,1800,1700
1835,64.746099,1800,1750
1836,76.110078,1800,1800
1837,76.110078,1800,1850
1838,77.230678,1800,1900
1839,77.230678,1800,1950
1840,89.669928,1800,2000
1841,89.669928,1800,2050
1842,118.244858,1800,2100
1843,118.244858,1800,2150
1844,118.747526,1800,2200
1845,118.747526,1800,2250
1846,102.709426,1800,2300
1847,102.709426,1800,2350
1848,74.720422,1800,2400
1849,74.720422,1800,2450
1850,0,1850,0
1851,0,1850,50
1852,0,1850,100
1853,0,1850,150
1854,0,1850,200
1855,0,1850,250
1856,0,1850,300
1857,0,1850,350
1858,46.825397,1850,400
1859,46.825397,1850,450
1860,46.825397,1850,500
1861,46.825397,1850,550
1862,59.920827,1850,600
1863,59.920827,1850,650
1864,56.092102,1850,700
1865,56.092102,1850,750
1866,58.299007,1850,800
1867,58.299007,1850,850
1868,53.362244,1850,900
1869,53.362244,1850,950
1870,54.829097,1850,1000
1871,54.829097,1850,1050
1872,66.069545,1850,1100
1873,66.069545,1850,1150
1874,68.832357,1850,1200
1875,68.832357,1850,1250
1876,59.064387,1850,1300
1877,59.064387,1850,1350
1878,60.154149,1850,1400
1879,60.154149,1850,1450
1880,57.196249,1850,1500
1881,57.196249,1850,1550
1882,56.813138,1850,1600
1883,56.813138,1850,1650
1884,64.746099,1850,1700
1885,64.746099,1850,1750
1886,76.110078,1850,1800
1887,76.110078,1850,1850
1888,77.230678,1850,1900
1889,77.230678,1850,1950
1890,89.669928,1850,2000
1891,89.669928,1850,2050
1892,118.244858,1850,2100
1893,118.244858,1850,2150
1894,118.747526,1850,2200
1895,118.747526,1850,2250
1896,102.709426,1850,2300
1897,102.709426,1850,2350
1898,74.720422,1850,2400
1899,74.720422,1850,2450
1900,0,1900,0
1901,0,1900,50
1902,0,1900,100
1903,0,1900,150
1904,0,1900,200
1905,0,1900,250
1906,0,1900,300
1907,0,1900,350
1908,46.825397,1900,400
1909,46.825397,1900,450
1910,46.825397,1900,500
1911,46.825397,1900,550
1912,56.904497,1900,600
1913,56.904497,1900,650
1914,53.236187,1900,700
1915,53.236187,1900,750
1916,50.687332,1900,800
1917,50.687332,1900,850
1918,51.03707,1900,900
1919,51.03707,1900,950
1920,53.136717,1900,1000
1921,53.136717,1900,1050
1922,58.575873,1900,1100
1923,58.575873,1900,1150
1924,55.638494,1900,1200
1925,55.638494,1900,1250
1926,55.916876,1900,1300
1927,55.916876,1900,1350
1928,55.378215,1900,1400
1929,55.378215,1900,1450
1930,55.815658,1900,1500
1931,55.815658,1900,1550
1932,57.240327,1900,1600
1933,57.240327,1900,1650
1934,63.765039,1900,1700
1935,63.765039,1900,1750
1936,74.311528,1900,1800
1937,74.311528,1900,1850
1938,75.348758,1900,1900
1939,75.348758,1900,1950
1940,71.766328,1900,2000
1941,71.766328,1900,2050
1942,89.105868,1900,2100
1943,89.105868,1900,2150
1944,99.183705,1900,2200
1945,99.183705,1900,2250
1946,84.864136,1900,2300
1947,84.864136,1900,2350
1948,68.457244,1900,2400
1949,68.457244,1900,2450
1950,0,1950,0
1951,0,1950,50
1952,0,1950,100
1953,0,1950,150
1954,0,1950,200
1955,0,1950,250
1956,0,1950,300
1957,0,1950,350
1958,46.825397,1950,400
1959,46.825397,1950,450
1960,46.825397,1950,500
1961,46.825397,1950,550
1962,56.904497,1950,600
1963,56.904497,1950,650
1964,53.236187,1950,700
1965,53.236187,1950,750
1966,50.687332,1950,800
1967,50.687332,1950,850
1968,51.03707,1950,900
1969,51.03707,1950,950
1970,53.136717,1950,1000
1971,53.136717,1950,1050
1972,58.575873,1950,1100
1973,58.575873,1950,1150
1974,55.638494,1950,1200
1975,55.638494,1950,1250
1976,55.916876,1950,1300
1977,55.916876,1950,1350
1978,55.378215,1950,1400
1979,55.378215,1950,1450
1980,55.815658,1950,1500
1981,55.815658,1950,1550
1982,57.240327,1950,1600
1983,57.240327,1950,1650
1984,63.765039,1950,1700
1985,63.765039,1950,1750
1986,74.311528,1950,1800
1987,74.311528,1950,1850
1988,75.348758,1950,1900
1989,75.348758,1950,1950
1990,71.766328,1950,2000
1991,71.766328,1950,2050
1992,89.105868,1950,2100
1993,89.105868,1950,2150
1994,99.183705,1950,2200
1995,99.183705,1950,2250
1996,84.864136,1950,2300
1997,84.864136,1950,2350
1998,68.457244,1950,2400
1999,68.457244,1950,2450
2000,0,2000,0
2001,0,2000,50
2002,0,2000,100
2003,0,2000,150
2004,0,2000,200
2005,0,2000,250
2006,0,2000,300
2007,0,2000,350
2008,46.825397,2000,400
2009,46.825397,2000,450
2010,46.825397,2000,500
2011,46.825397,2000,550
2012,46.825397,2000,600
2013,46.825397,2000,650
2014,51.192635,2000,700
2015,51.192635,2000,750
2016,49.8415,2000,800
2017,49.8415,2000,850
2018,48.527022,2000,900
2019,48.527022,2000,950
2020,51.12585,2000,1000
2021,51.12585,2000,1050
2022,59.169598,2000,1100
2023,59.169598,2000,1150
2024,56.602208,2000,1200
2025,56.602208,2000,1250
2026,59.63224,2000,1300
2027,59.63224,2000,1350
2028,57.128441,2000,1400
2029,57.128441,2000,1450
2030,57.151988,2000,1500
2031,57.151988,2000,1550
2032,57.912698,2000,1600
2033,57.912698,2000,1650
2034,63.153433,2000,1700
2035,63.153433,2000,1750
2036,73.627408,2000,1800
2037,73.627408,2000,1850
2038,79.836268,2000,1900
2039,79.836268,2000,1950
2040,74.731818,2000,2000
2041,74.731818,2000,2050
2042,89.24498,2000,2100
2043,89.24498,2000,2150
2044,84.265918,2000,2200
2045,84.265918,2000,2250
2046,71.386937,2000,2300
2047,71.386937,2000,2350
2048,62.66357,2000,2400
2049,62.66357,2000,2450
2050,0,2050,0
2051,0,2050,50
2052,0,2050,100
2053,0,2050,150
2054,0,2050,200
2055,0,2050,250
2056,0,2050,300
2057,0,2050,350
2058,46.825397,2050,400
2059,46.825397,2050,450
2060,46.825397,2050,500
2061,46.825397,2050,550
2062,46.825397,2050,600
2063,46.825397,2050,650
2064,51.192635,2050,700
2065,51.192635,2050,750
2066,49.8415,2050,800
2067,49.8415,2050,850
2068,48.527022,2050,900
2069,48.527022,2050,950
2070,51.12585,2050,1000
2071,51.12585,2050,1050
2072,59.169598,2050,1100
2073,59.169598,2050,1150
2074,56.602208,2050,1200
2075,56.602208,2050,1250
2076,59.63224,2050,1300
2077,59.63224,2050,1350
2078,57.128441,2050,1400
2079,57.128441,2050,1450
2080,57.151988,2050,1500
2081,57.151988,2050,1550
2082,57.912698,2050,1600
2083,57.912698,2050,1650
2084,63.153433,2050,1700
2085,63.153433,2050,1750
2086,73.627408,2050,1800
2087,73.627408,2050,1850
2088,79.836268,2050,1900
2089,79.836268,2050,1950
2090,74.731818,2050,2000
2091,74.731818,2050,2050
2092,89.24498,2050,2100
2093,89.24498,2050,2150
2094,84.265918,2050,2200
2095,84.265918,2050,2250
2096,71.386937,2050,2300
2097,71.386937,2050,2350
2098,62.66357,2050,2400
2099,62.66357,2050,2450
2100,0,2100,0
2101,0,2100,50
2102,0,2100,100
2103,0,2100,150
2104,0,2100,200
2105,0,2100,250
2106,0,2100,300
2107,0,2100,350
2108,46.825397,2100,400
2109,46.825397,2100,450
2110,46.825397,2100,500
2111,46.825397,2100,550
2112,46.825397,2100,600
2113,46.825397,2100,650
2114,46.825397,2100,700
2115,46.825397,2100,750
2116,46.825397,2100,800
2117,46.825397,2100,850
2118,46.825397,2100,900
2119,46.825397,2100,950
2120,54.182208,2100,1000
2121,54.182208,2100,1050
2122,59.470208,2100,1100
2123,59.470208,2100,1150
2124,62.000638,2100,1200
2125,62.000638,2100,1250
2126,62.127318,2100,1300
2127,62.127318,2100,1350
2128,57.194105,2100,1400
2129,57.194105,2100,1450
2130,60.641288,2100,1500
2131,60.641288,2100,1550
2132,64.115568,2100,1600
2133,64.115568,2100,1650
2134,62.734429,2100,1700
2135,62.734429,2100,1750
2136,73.003658,2100,1800
2137,73.003658,2100,1850
2138,81.712758,2100,1900
2139,81.712758,2100,1950
2140,94.335568,2100,2000
2141,94.335568,2100,2050
2142,99.415878,2100,2100
2143,99.415878,2100,2150
2144,76.128776,2100,2200
2145,76.128776,2100,2250
2146,78.284106,2100,2300
2147,78.284106,2100,2350
2148,71.332649,2100,2400
2149,71.332649,2100,2450
2150,0,2150,0
2151,0,2150,50
2152,0,2150,100
2153,0,2150,150
2154,0,2150,200
2155,0,2150,250
2156,0,2150,300
2157,0,2150,350
2158,46.825397,2150,400
2159,46.825397,2150,450
2160,46.825397,2150,500
2161,46.825397,2150,550
2162,46.825397,2150,600
2163,46.825397,2150,650
2164,46.825397,2150,700
2165,46.825397,2150,750
2166,46.825397,2150,800
2167,46.825397,2150,850
2168,46.825397,2150,900
2169,46.825397,2150,950
2170,54.182208,2150,1000
2171,54.182208,2150,1050
2172,59.470208,2150,1100
2173,59.470208,2150,1150
2174,62.000638,2150,1200
2175,62.000638,2150,1250
2176,62.127318,2150,1300
2177,62.127318,2150,1350
2178,57.194105,2150,1400
2179,57.194105,2150,1450
2180,60.641288,2150,1500
2181,60.641288,2150,1550
2182,64.115568,2150,1600
2183,64.115568,2150,1650
2184,62.734429,2150,1700
2185,62.734429,2150,1750
2186,73.003658,2150,1800
2187,73.003658,2150,1850
2188,81.712758,2150,1900
2189,81.712758,2150,1950
2190,94.335568,2150,2000
2191,94.335568,2150,2050
2192,99.415878,2150,2100
2193,99.415878,2150,2150
2194,76.128776,2150,2200
2195,76.128776,2150,2250
2196,78.284106,2150,2300
2197,78.284106,2150,2350
2198,71.332649,2150,2400
2199,71.332649,2150,2450
2200,0,2200,0
2201,0,2200,50
2202,0,2200,100
2203,0,2200,150
2204,0,2200,200
2205,0,2200,250
2206,0,2200,300
2207,0,2200,350
2208,46.825397,2200,400
2209,46.825397,2200,450
2210,46.825397,2200,500
2211,46.825397,2200,550
2212,46.825397,2200,600
2213,46.825397,2200,650
2214,46.825397,2200,700
2215,46.825397,2200,750
2216,46.825397,2200,800
2217,46.825397,2200,850
2218,46.825397,2200,900
2219,46.825397,2200,950
2220,54.481548,2200,1000
2221,54.481548,2200,1050
2222,57.286018,2200,1100
2223,57.286018,2200,1150
2224,66.224948,2200,1200
2225,66.224948,2200,1250
2226,59.417858,2200,1300
2227,59.417858,2200,1350
2228,54.311985,2200,1400
2229,54.311985,2200,1450
2230,59.132388,2200,1500
2231,59.132388,2200,1550
2232,70.121758,2200,1600
2233,70.121758,2200,1650
2234,70.735418,2200,1700
2235,70.735418,2200,1750
2236,70.558118,2200,1800
2237,70.558118,2200,1850
2238,77.835308,2200,1900
2239,77.835308,2200,1950
2240,78.36504,2200,2000
2241,78.36504,2200,2050
2242,74.458198,2200,2100
2243,74.458198,2200,2150
2244,81.330816,2200,2200
2245,81.330816,2200,2250
2246,75.223246,2200,2300
2247,75.223246,2200,2350
2248,83.755806,2200,2400
2249,83.755806,2200,2450
2250,0,2250,0
2251,0,2250,50
2252,0,2250,100
2253,0,2250,150
2254,0,2250,200
2255,0,2250,250
2256,0,2250,300
2257,0,2250,350
2258,0,2250,400
2259,0,2250,450
2260,0,2250,500
2261,0,2250,550
2262,0,2250,600
2263,0,2250,650
2264,0,2250,700
2265,0,2250,750
2266,0,2250,800
2267,0,2250,850
2268,0,2250,900
2269,0,2250,950
2270,55.116468,2250,1000
2271,55.116468,2250,1050
2272,57.920938,2250,1100
2273,57.920938,2250,1150
2274,66.859868,2250,1200
2275,66.859868,2250,1250
2276,60.052778,2250,1300
2277,60.052778,2250,1350
2278,54.946905,2250,1400
2279,54.946905,2250,1450
